Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
-16771,-77272.9462,87777,-54015.3749,-90335,-99085.1429,95928,34455.0453,-74704,8810.7439,-52845,6505.6830,73654,52970.1043,-46405,-82398.7691,63195,3659.2637,-45536,-1597.1600
12593.3380,72684,34224.5383,-78557,96688.4597,-78534,98808.4062,39785,-898.5722,26069,48226.0736,54792,-49470.3279,-37802,-73080.2077,-79144,-61595.8924,18558,47991.5589,11296
1685,46633.6849,-74044,14507.6439,-12076,5761.4411,9552,38999.1486,-77163,-29084.0187,82067,59507.8968,66490,16408.4954,-45870,4647.1196,63780,74448.8797,-45978,-5334.9661
17463.7040,60468,-12691.1230,-65524,31595.6294,-79375,85744.4369,3208,-56888.8681,-33858,18361.4976,-75785,-75596.2884,-29227,85486.2396,89262,-81111.1461,64785,75123.0531,20595
35223,-16534.2403,72158,-96978.1956,34993,5445.9557,23028,13958.1590,71641,62951.2562,-24999,60535.2610,31731,106.4359,-76157,-69709.6374,-55169,30436.5212,-85008,-85274.8234
14586.7071,-31383,47253.9365,-44591,7330.8161,-31491,28531.3044,-60140,-37371.9203,46622,-75056.2571,94670,13783.0781,97958,65741.8267,58717,-55110.2839,85945,-77298.7320,-79863
-37840,67904.4531,40304,-10513.3621,-19149,-89158.0546,-14163,54835.7729,4894,45351.4534,-31219,91814.3249,89297,-63552.4223,-47578,-43954.3518,2872,19633.7491,28118,45095.0266
23655.7305,40512,43110.6263,92833,-59757.6889,-28068,-917.6446,-86866,-94875.4179,15257,44264.6354,66531,-32129.0167,39020,77456.1788,70334,-94858.9551,32034,-74212.8156,-89639
74146,91383.9543,67984,6614.6665,-47640,-42427.6753,81521,15491.9420,-1198,-80184.9711,-88665,56456.8277,47732,96458.0410,-44660,-55073.9817,8660,-72114.6226,-83521,-80687.9898
22606.5108,43302,18789.7647,65096,46690.6022,36307,95962.6417,10339,64252.1552,20662,95640.3060,-69050,9037.8391,38885,46053.6262,68348,87574.9918,-31993,-58854.5984,-78604
86722,-96515.4675,-10488,-72614.6878,61803,-84090.7680,63079,64883.9427,35970,-85653.8585,-59833,-55688.0000,-79994,-17095.9092,-28009,7097.9423,89245,-2997.7403,-44404,79454.0066
39472.9165,23331,52719.0637,-7339,-51160.5413,48913,20499.1658,67159,91641.5590,54200,48209.0321,-49097,-17262.4852,-4723,93846.2023,29360,-44800.1692,-8786,55363.0674,92499
12871,-72495.6916,1282,-69367.9706,55504,17361.7649,-84978,-50997.9681,47234,7232.0260,-61435,-71545.3288,19646,-42756.5728,-30444,74530.4575,-88453,-32841.9635,40355,-27487.7067
-32233.5833,65438,-93918.7534,70958,-88323.5555,86045,807.7762,-37228,33959.8119,17185,-61885.1353,57224,-91219.2705,-76234,-93671.4187,96371,29258.4542,57493,54714.0130,-65112
51766,10264.3670,-72776,-96929.3689,72577,-2845.7219,6619,61351.1352,14169,-33236.5445,29262,78955.8806,-77449,43806.0945,15235,-8456.9710,79499,-68827.5294,-75183,72221.5701
35948.9107,66085,19636.5044,-29005,40010.8642,25222,137.4020,83779,-21487.4175,-87520,-69517.6899,-17390,-98309.5447,20233,-9175.3741,78190,-95432.9687,74120,-17581.9820,65801
54560,-99593.4873,-42080,62761.5474,23472,-85105.3618,72149,-48980.6977,-36212,46896.0762,97328,-6613.4826,-31153,-20442.2998,29085,-49026.9564,14117,21687.7075,-76915,64013.3679
62213.7715,-46923,25588.2518,80795,33115.9091,-82488,91297.9169,16021,38280.2629,-39540,-79267.2861,-51408,-1174.5187,-61727,-22796.9450,29195,54588.5576,-63939,87194.5757,70809
-33200,-59429.3522,-11518,11021.8174,-34167,5881.9674,74242,85510.6146,-28047,-70640.1224,-31155,66208.6475,36876,-28620.5069,-54212,14641.4177,69800,7433.4305,27158,73241.7033
-91438.5632,33911,89304.9725,31696,73538.3684,-9002,35351.7649,83367,-76567.6673,-88663,43525.0273,31175,-14819.1408,-57,56468.5146,-77801,9599.6831,23293,-30551.2592,-51081
66718,63926.7435,-96269,-15868.0968,-17664,2623.4176,46050,-84155.7190,5589,-84916.5700,12275,38842.0388,58570,-77809.0753,93777,-39983.1465,52187,80217.7680,72747,-17098.8382
-11011.5531,-8924,-73684.6297,-19645,-65618.3786,32161,46508.5455,65102,-25028.9293,-65982,50331.6948,10597,28979.2349,-66989,41527.2920,-85437,51173.2844,65467,-44496.0362,23570
98143,-93031.2539,77148,-99481.0945,12484,-35936.7646,-95889,-70774.7004,-71393,-69062.5469,91118,-5622.5471,-82555,-53821.9831,-1788,2657.4441,2654,12715.1803,85412,64185.4672
-85824.0230,-929,-29343.6249,23078,32474.9512,-87868,99447.9976,-38154,-59243.6336,-67028,-27640.9876,70065,-64659.6654,-90967,85784.1887,-17869,-90313.9423,91278,53542.9095,63028
35367,-1821.7229,93648,11596.9611,-99219,-53986.3574,50413,-53471.9904,19623,-64260.7713,-77491,-30018.9908,79147,-86420.4064,-5689,23410.1418,-42020,41102.2937,-741,25205.5337
59767.3500,-68368,-28740.5871,-92720,-41686.0628,57053,51605.3752,4991,87462.5116,-24748,-87113.3879,-40560,14779.9777,-24695,76305.7560,-8595,47623.8082,78363,-5966.4652,-50499
-37944,-62877.0922,69392,79318.2879,20772,-2885.5636,-97539,36345.8263,-72773,2750.3250,384,48122.0426,18126,37371.0890,2769,-33137.0723,-23880,-55405.9942,38899,87244.3135
33777.5877,79183,-26953.5454,-59737,8660.3913,7172,-75003.3626,-43368,46899.8956,-35695,43540.9708,79284,-73119.9918,34801,-1976.1542,33372,86313.5792,-49470,96903.9420,37821
53314,-13264.4568,-30890,84074.2937,-94747,-82813.0179,-31102,-7412.4085,-61682,-84213.5825,37992,8682.4167,11280,-3164.1353,87764,-55768.1445,74851,-34056.8320,-59724,-97610.8128
48008.8898,-7320,2125.9956,-13937,97695.5595,-38881,11139.5970,-75209,68870.1331,70279,-41272.6750,-38835,-52643.9486,81736,-18802.8647,965,7865.0199,-88871,6805.7479,79880
64461,-19645.2645,64425,-6163.2618,34963,-21504.9675,-30326,-22409.8600,-2123,-1173.7028,68346,93075.1264,-73026,23485.6400,63078,22889.2814,52599,-29226.8037,-25115,82791.9163
82716.8034,68595,73464.7165,97461,89198.6543,95315,7856.3402,32826,-31687.5651,64272,75964.2275,-68759,871.3570,93801,-19059.8297,6672,64514.1230,17951,-88986.8370,-60052
55325,75972.2156,4250,5749.5985,58057,-44941.2723,-2257,76656.3633,92276,-28595.8198,-73633,55173.1327,-97092,-87969.2019,93010,64132.3225,-82005,-71212.7189,-97174,45243.7679
-885.3216,-87221,-60297.3782,-98605,-39963.6775,24360,-44027.0907,-58368,-71654.5792,77945,-16979.4209,-91324,14859.0198,-50674,-90840.8425,-62595,-97142.8979,78837,22165.1127,-91442
48385,-51137.8650,-84800,26491.5443,68614,-96531.5715,-37989,28978.5315,95184,68006.9431,61327,-30908.4249,-7553,53173.1266,76362,54929.4954,-35427,-76751.8178,53963,-54993.4485
-31525.7471,50652,69619.2517,-35282,-42598.3066,-27269,-11088.0177,26388,-50398.0639,-92452,-68830.6175,-89045,-61970.0251,81002,-43645.3586,-71046,-96476.0449,-31089,17885.9089,66130
-97884,-26299.6906,70141,-29170.9426,-20496,-89982.9128,73691,74643.4240,10247,-13019.6447,-23879,66334.6682,-47109,-93201.2585,-9773,-30316.9282,60798,83657.4250,-86483,-64972.8717
97358.7906,-91840,-84807.0823,-98810,-38871.0635,58776,-98322.2561,-92997,28852.4953,18133,-64185.0158,76655,-62785.9482,19309,-98886.9292,-85892,23878.1094,42678,-47031.6746,-55762
93364,-40870.9119,93091,84975.7917,-75365,21951.4380,28576,-765.0570,-32523,-28008.0519,72132,-7627.6330,-41347,3996.8594,82324,-70122.0701,57559,-47653.3428,-36425,18308.4778
-57384.6942,-53048,-56471.5696,90649,89140.5724,-5255,61436.0018,-66260,-7703.2442,-9541,14075.8588,-92749,-59706.9769,41434,46149.3751,45730,70630.3131,25521,-76599.5141,-63065
-67538,-10001.1612,65391,-28072.0959,82468,23142.9622,66435,16521.7753,40363,-28681.0309,-97970,23956.1406,-57512,-67736.7469,94299,41056.4086,91887,95524.4993,-36339,-46144.2004
44851.6547,-97695,-82460.4571,-89729,-85476.7174,96157,82611.8774,-51225,-90771.1441,74704,66779.2029,-3338,30013.4787,-54846,11677.4084,77186,-96902.2248,-76998,-41311.1577,-21882
-90109,14092.9409,-72247,60053.9203,-18387,33420.3289,11198,-7037.1657,-55925,-52697.4589,68462,95775.0349,-68750,8288.5090,-27450,30061.8706,62652,-2855.6739,71408,92731.8214
77547.8202,-52656,-7731.2457,29001,46358.4049,83630,18929.8054,86875,97686.5153,35980,-97815.3644,12955,-43406.7879,-75134,21523.8266,-27759,-62582.8489,84485,17257.0431,50022
58979,-24130.1494,28767,56930.8482,68682,-35147.8659,4400,-96972.4530,-66143,-80335.7244,94619,82774.7719,87996,63822.1751,72621,-9970.5038,-75095,-89199.2129,-16494,-93768.2816
-8093.9636,11847,-34590.4613,35904,34232.9603,42643,-60014.5536,93167,-16660.7045,4303,-64153.3418,5069,-48473.0784,65444,-97833.7386,24142,89037.7808,28022,-70259.5395,63531
82983,37998.3059,23328,-21691.7389,89683,-51799.2190,-6484,-60777.1181,-24295,-75369.4978,79378,-70817.4747,-90985,31997.5544,59764,-20018.6733,30685,15322.5351,-57743,70771.1557
75209.5227,-63273,74342.1159,-50712,-96109.9583,9595,-15144.3152,-68547,-59970.0353,59737,-42661.6940,99836,-21487.4161,94431,-63900.9041,12477,-77623.1722,9034,78442.9051,-10995
-19282,-34436.2488,89671,-85859.3868,-52123,-49858.4890,-94412,-25016.2553,74692,74678.3989,-93342,-4310.5971,68020,-78881.1431,13516,78507.9247,-98209,-69563.2599,75691,-22713.6476
-46227.1053,-88669,25222.8584,70360,47956.9446,31289,-75108.5870,83906,-70781.1009,-52953,78516.3593,-44711,51019.3330,-44591,89200.8951,11892,40722.8263,-34590,-77154.1504,16902
-64860,31880.4286,-1416,-66221.8240,71628,-69171.4547,98332,55383.7030,-73559,-6214.6142,-51974,-35465.4681,-23538,31710.8385,-40140,60609.8006,64794,81990.5360,-58125,-96197.1318
49358.3217,83998,-32106.3830,-27402,87732.3877,617,-82844.0890,-40483,-48251.8829,-76913,18238.3756,-47934,21910.6798,-32703,69293.5130,78917,-87571.9420,19430,-62797.1393,-12893
-58216,-42699.2311,-71038,-51539.0143,-3783,-62058.7020,97737,97458.3756,-35801,21779.6957,60415,24134.8049,42974,-8502.0442,-90615,54517.0541,-63811,6875.4318,-41858,4122.4923
6041.4565,-21680,92327.7733,-21158,72469.4309,31298,52167.2310,-98928,15332.6632,72341,-11377.9101,87260,80436.2575,-93686,-13324.8324,49320,-90732.6516,56947,-48389.9307,378
-143,84836.9240,88413,-90425.9281,-48997,-83471.7683,-55551,43386.6029,-42716,14576.2914,-67319,48158.3563,29181,-59842.4897,-44540,39410.7088,-43097,-13576.2212,26989,47658.3863
-60699.1866,-96323,49210.3877,-186,73776.5943,22009,47540.1163,72934,59751.9745,74471,-17256.7860,58885,83370.6266,-82149,65250.8526,92464,23035.4755,-9886,73672.3851,-19119
52661,56113.9045,-72764,95598.3618,-2314,54966.2976,-50996,-84460.8626,26616,-54526.9457,-56237,11361.8961,99303,-44318.9391,-26427,77971.1518,81213,17279.6955,92472,-11527.2201
-33246.4330,97489,-18891.9988,-58992,-38595.4035,57580,83877.7418,-97373,17795.7261,-79427,98495.3680,6903,63708.0929,71026,-96763.2397,10041,27293.3732,-30522,72276.4277,33261
-88396,-15951.0679,86088,-51340.1559,42238,-89066.6700,33771,-87114.6245,41310,73047.1665,2298,63775.7018,84184,43262.6778,9171,55865.5058,700,69464.4038,-50394,-75218.2867
-3506.9879,27054,-61376.4641,2042,-12185.0752,-9520,-97691.8209,-51590,40385.1323,-5303,-37650.4786,-24641,-9883.0409,-803,-34807.9847,95539,26130.6125,82524,75800.7327,33659
64252,98531.6474,25465,55580.6271,52266,15279.4438,61198,-22643.6511,-33487,30761.9156,-46650,76477.4565,93494,-92816.0743,40043,86562.2387,11489,-50997.3407,-19576,55212.0186
34669.2019,14323,-69928.2598,8653,64448.5759,-48743,33460.1034,29093,-31406.5628,66476,33819.5879,7127,-17587.7174,-85591,-96936.9399,-11640,-6788.4605,91671,92345.9802,-36748
22666,-37340.2419,7936,94430.6255,81494,40445.9143,8055,-40186.0779,12446,65079.1218,28035,24283.6954,-50101,82788.0199,-37317,-886.4349,-84792,-90936.4531,46254,-45576.1962
81475.2803,70322,61467.7240,-879,12818.1457,17068,-87281.8502,-13279,54711.5757,65305,19025.5495,15061,-48916.2134,-74139,11430.7600,90738,-77241.8990,-46332,-45107.5940,-46007
35301,66064.6332,-82059,-71350.4836,7167,1104.0530,-79034,-40216.4450,-47464,2752.0269,513,30730.7404,-66431,-29030.0539,77902,22949.7044,87465,65776.7865,-88625,65358.9816
-42113.7050,56164,-25379.3539,17052,-47610.9563,-85510,39891.6494,37819,-44757.1394,-58800,35392.8861,44128,-92053.3728,-83882,-89972.4754,-56334,47815.6489,11439,-80890.1667,-61107
97093,92984.3965,331,63243.4393,-35844,15436.5562,40907,-18329.4140,-58104,74154.1992,26644,-6454.6684,-51159,97069.6882,86564,-64183.1565,1690,-16506.3688,61422,-11506.1583
-46236.6280,-42732,-31422.7676,-94198,88870.8568,-73914,24527.6756,-16944,86791.2009,-20712,-33359.8040,-658,27492.9963,89278,33136.3400,23097,-21367.7899,-95967,-35022.5977,28120
434,-74637.9035,-97912,-4142.4436,-21736,-61388.6841,5278,31825.6618,80221,-13078.7291,58426,40713.6085,-34202,-30834.7872,-3597,-21357.8082,56413,42233.1873,-87783,97066.8461
-71554.5024,71935,-52506.4851,27944,81405.9766,71519,91513.8425,-83326,39908.7068,-37341,-57934.1020,55142,34618.5739,-63054,-57482.0188,-5926,58766.5921,-40954,-94153.3021,95173
12800,49815.6269,25581,-38783.2228,37989,25752.5620,-6886,-35141.3247,-6216,-43108.3182,56882,77276.1678,-61223,21008.8033,99447,-15981.2857,-61149,-37788.7110,45996,-71952.7206
-92715.2642,81183,61786.2279,-89716,6547.5655,446,-90240.3675,59796,516.1352,-57425,81260.9606,34524,-55835.1288,-98116,-83614.6059,57408,42321.1168,-70120,-6036.0166,84379
-39644,-32702.5479,-77166,-30709.6246,-20787,-40797.3227,-84156,-96177.2609,-87356,2452.0443,40477,-99065.3703,-88767,-34857.0369,56884,37690.1462,-41884,-18433.6057,48970,-28882.1299
64839.1966,-96876,-76276.9023,-43794,82739.6930,85831,-19558.8566,-5493,59811.9309,50312,6490.5448,-19452,-19872.8209,-8089,33608.5601,-1876,-45230.1248,92497,5241.3106,-61302
24342,-42482.7699,-89022,-61743.3864,9659,-61365.1221,-2627,-89299.5312,98000,42308.0509,12032,62342.6993,-16990,-71630.2930,78855,-11309.2563,68047,84129.7651,65818,-79055.3371
99138.7754,73781,61971.1010,-2244,-22370.0837,-90634,44964.5561,98269,74543.4431,99965,60967.1900,69049,-1447.8721,-4170,-84276.7005,38030,97686.7045,-70618,69219.5494,8258
80731,-35630.1327,-33500,-43550.9861,-13380,-6713.0673,-97232,-55558.8279,-95111,54505.5953,17447,-29699.9468,-29544,-53113.1596,-79450,-11132.2414,45874,-70244.5784,77496,75335.4803
-42696.7704,-61751,-65932.8653,-10558,-74349.6163,97929,68790.3233,34953,53791.6861,-68020,-75445.6125,-65492,16890.3700,-11240,3887.3119,16350,50247.8146,-96606,16433.5526,-89679
92296,-95526.6365,8261,-92497.0325,-94428,-1224.2941,77533,-40977.7794,40885,1325.0470,-22739,-26473.2881,79012,-38258.4054,-54540,-65948.2002,-96943,77900.6231,81053,-36105.1784
-8949.9787,-51411,-92513.9807,66442,17216.1211,89350,-6260.3065,13520,-40706.6329,8212,25887.1358,-17600,-568.9847,47440,-67172.0649,-96143,41079.5142,29588,22281.5864,-15971
-23889,-81650.3302,52692,99648.1822,8020,45395.2401,92689,21410.4993,-27120,-18254.5723,-43477,32320.1717,-79174,91136.9992,-6046,-75475.2003,-8456,-56602.0145,-47117,-18634.5272
44086.9731,-22213,-53401.1641,62895,10204.3722,216,-70808.6786,-54201,-63106.0731,-14040,-65542.3541,-17867,91142.8032,77189,80085.1982,34407,-65100.3318,99176,80887.1064,98109
-75729,-65775.0067,11801,-77767.0177,-39807,-30009.5445,-8861,49624.3849,57205,-16836.4042,51049,25091.5351,94833,73196.3331,-8940,-2298.6275,-74253,-46666.9625,-78466,-44360.5720
41088.5531,46700,-50360.4055,41383,91128.1487,-43132,20768.2280,95262,-80303.7968,-65922,-13560.0245,97018,79131.3734,54412,-39753.3587,-6220,1172.9858,-5342,-38941.9446,-52533
49179,24899.2929,18189,-70657.9484,51503,52443.0647,52974,-73618.1312,6438,18070.3188,-15580,-47846.9175,25717,-66119.7414,-58690,-17372.3093,64077,-21162.1414,-91450,-61862.4626
-87971.4661,50817,55573.5539,-81303,97645.8771,-92697,-70527.5027,-2511,14977.8318,26612,-6747.0620,-67821,23473.2332,-7089,91522.8736,-29570,-95852.3269,15269,94930.5187,70077
-25274,-85438.6169,-18217,41965.9742,92425,-59839.2341,14586,-79129.3556,-79631,46991.9309,-8806,-47267.4140,72995,2256.3439,-78355,39413.2368,-51909,90218.2675,84368,-88798.3732
46103.2314,667,23358.0416,-48655,-87532.9505,89601,71467.0389,7122,76693.8353,-68931,18512.1640,-91803,-40098.2838,28488,-30767.8882,-40738,-16128.5344,31350,58686.5312,67165
-9084,-44332.8401,10780,-41751.9620,89726,-60144.4139,41570,84849.6211,79849,28500.5567,65975,76575.9393,-60774,-68764.5523,-57267,9675.0448,22261,5798.3401,-37033,-1416.3005
-95841.6252,14916,-71283.7237,-514,88279.2795,92976,-42089.7553,50745,25109.3294,15723,73764.6714,96623,31268.2394,62903,81104.5944,34563,42833.4240,12529,-87274.1457,71054
17343,87388.6905,-78279,-590.5398,36788,-42367.2815,-28684,-55471.8041,-48345,-42885.2037,-62686,-32068.1950,-17589,25564.0890,67907,-57759.8032,58695,49568.9397,16759,-89267.1893
-85373.8859,-14009,-23902.6418,-66478,48876.0625,41214,-24223.7977,-70289,-96581.2033,-6078,-75781.7245,9228,-65492.5037,-95029,64952.3324,-99384,-29722.4771,-4145,73200.7170,-58715
-89820,-31759.5427,-15805,7549.5523,40271,23587.9147,90890,69109.1915,-94274,54487.6842,-78138,10272.5440,68001,27060.0867,15947,-43796.7960,29708,-50762.0026,4281,61532.9006
-25034.5938,-33756,52911.7061,-25688,-39807.6542,-59203,94422.0648,45989,-97025.7777,-186,-82290.3526,41292,-5150.3961,15046,37437.4619,62300,-46517.4597,1040,-60895.3112,12806
-77238,50281.4892,68214,19307.0964,-20496,51073.1996,-77961,-85429.8806,-50977,-96698.3471,83854,79985.9875,-15120,-39786.0514,-19323,-5908.1989,60349,-80235.6804,93715,-1022.2687
-2340.6320,56902,12997.1242,5313,-8261.9615,-56184,94098.3304,60072,-7189.0294,80090,93999.0844,-5182,85561.0972,83923,-38644.8304,25241,23788.1804,-38080,-32820.0360,76925
-94539,-72831.1909,86233,50884.8672,-12258,28066.2742,-81923,-12870.4500,-87088,55654.9633,-71896,78183.2020,56979,44388.4050,51538,73520.0710,-6317,-57706.5822,-45645,-77389.3585
-84086.6556,43237,-38830.3300,11697,87403.5196,4156,-23881.2677,-41136,77891.8898,-56663,-73788.5217,46491,96937.0167,91869,95519.0025,91873,79057.0637,-93091,81657.7794,56409
15878,69512.0179,-76272,28010.8060,-5942,-68803.7771,52041,54972.5069,63418,-20020.7309,5320,33513.7215,57840,-23783.9387,15046,-49686.8975,-89675,97966.9325,-61967,-29094.7919
70826.4626,-5233,46522.0009,-94080,-56082.4093,-2938,-33348.4233,64868,-88722.9346,67914,21021.4040,17323,57381.9487,-17664,50314.8725,42138,86078.4567,57890,61020.7203,-53291
-1179,-1854.0681,12865,-2210.1981,-26627,83685.6822,52394,-25950.7204,26536,-44094.4937,-43168,85034.8050,98853,-49018.4190,-51006,-77863.4727,17862,14211.2493,36951,-51482.4057
-28850.8823,19309,-34892.6029,-17170,76095.3701,49413,-60262.5994,-41818,61385.0938,39251,21174.3455,44419,-43549.7624,63984,-14058.3277,-15287,-94554.0640,-8860,-38214.8062,46790
-21246,-96970.5865,-74264,-95992.1274,-17097,-46247.4560,55663,98152.8270,-82561,-33344.5778,-27302,40187.1936,-9172,-2632.3472,-88418,29694.7142,-66475,58562.9360,-50211,-75607.8571
-73675.7226,-76647,90825.0151,38322,-34703.9767,79969,-25023.9143,46844,-42131.6107,-75882,76685.0089,97418,39864.4760,-60284,85487.3823,-12462,65965.2252,45026,74709.8206,-60472
78759,-77395.4613,82311,14388.2036,48949,30657.0621,76911,32004.6104,-14359,-9977.1789,11584,-52262.6910,-95047,-37327.1390,7608,79412.1771,77015,-81658.6717,61374,-73443.4854
-11736.6551,-87540,-74342.2314,-66483,33928.7499,-9942,22593.0181,-70059,-86818.6824,-45383,51634.8032,40769,81226.7867,-77054,71732.3965,0,13455.4294,-21258,88867.0898,15162
-27465,-27248.6816,15484,11891.2152,12649,24441.6310,-76,-10715.4152,-21579,780.7904,-58265,-67583.6275,-33455,20449.6064,-53211,-54176.1570,4958,-9745.2599,-92305,9206.7328
-22014.9133,52648,-10262.7822,-90588,12410.9985,49103,13785.8891,78698,-99431.3609,44221,-46328.2541,-59468,85721.3898,48863,75814.5220,77579,-24057.8702,-26955,-73825.2265,22515
-37278,97466.3523,1260,75644.8041,-96199,37576.8785,60780,-53453.9832,54436,-41040.8141,-21187,12573.8821,-43343,7917.5635,-77492,-98434.8679,40165,89672.6099,53405,-87894.2595
-91349.8498,-35063,-8956.8962,-33822,41167.4726,80118,7611.8088,97702,50598.1132,3385,81731.2426,99024,-45179.3912,-81228,-6747.0363,64107,36522.8460,67898,-37024.5750,-56881
39879,20768.7854,49204,35676.1508,-52624,-16814.6624,-40444,-46639.7605,63621,-29350.1530,27753,39793.9721,73759,-37762.2427,68424,93165.3045,4860,10704.1625,-60362,-7460.0248
-41326.8493,70517,-56731.0722,-70811,-19304.1410,73,70449.6027,52743,83327.5313,81048,-76343.0335,45663,47875.0667,-55171,-66195.6729,-92547,-83811.4603,-86455,14625.7151,86206
55486,14564.3958,-70556,5689.1006,1949,-77077.9700,-65949,84167.6943,-84257,46000.4116,83576,-20070.3490,-2585,72425.4005,-56510,-38532.2292,-35789,-37799.6822,15048,-59731.5704
37303.2888,131,-27406.7537,-93027,-43797.6868,73949,71621.6719,-57791,57892.7625,45551,-14504.4985,-95882,99472.0123,93835,70750.0607,94689,36476.9005,85441,-40223.1760,38798
-97553,53171.9705,-52179,-17937.1419,-74894,72129.1013,28144,51244.3550,-65633,64697.4449,81613,-52495.1301,22031,88152.5373,38743,22803.8541,83894,-91974.2614,-28750,-69346.2766
